id,name,username,storeName,userId,subDescription,images,SKU,category,regularPrice,salePrice,createdAt,updatedAt
1125,PGT by VGOD,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,"<strong>Brand Name:</strong> VGOD
<strong>Flavor:</strong> Peach, Green Tea
<strong>VG/PG:</strong> 70VG/30PG
<strong>Nicotine Strength:</strong> 3MG/6MG
<strong>Nozzle:</strong> Squeezer
<strong>Size:</strong> 60 ml",{https://delhi-vape.com/img/no-image.jpg},AMA-0093,SMOK,,,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1139,Green Ape by Nasty - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0107,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1140,Trap Queen by Nasty - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0108,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1141,Grape Drank on Ice by Ruthless - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0109,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1142,Grape Drank on Ice by Ruthless - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0110,SMOK,60,60,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1143,Strawberry Jelly Donut 120 ml by Loaded - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0111,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1144,Grape Drank by Ruthless - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0112,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1145,Grape Drank by Ruthless - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0113,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1146,VCT by Ripe Vape - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0114,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1147,Cubano Black by VGOD - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0115,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1148,Luscious by VGOD - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0116,SMOK,,,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1149,Grape Ice by Juice Roll-Upz,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,"<strong>Brand Name:</strong> Juice Roll-Upz
<strong>Flavor: </strong>Grape and Mint
<strong>VG/PG:</strong> 80VG/20PG
<strong>Nozzle:</strong> Dripper or Squeezer
<strong>Size: </strong>60 ml",{https://delhi-vape.com/img/no-image.jpg},AMA-0117,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1150,Grape Ice by Juice Roll-Upz - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0118,SMOK,,,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1205,Go Nanas by Naked - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0173,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1151,Blue Raspberry Ice by Juice Roll-Upz,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,"<strong>Brand Name:</strong> Juice Roll-Upz
<strong>Flavor:</strong>?Raspberry and Mint
<strong>VG/PG:</strong> 80VG/20PG
<strong>Nicotine Strength:</strong> 3MG/6MG
<strong>Nozzle:</strong> Dripper
<strong>Size:</strong>?60 ml",{https://delhi-vape.com/img/no-image.jpg},AMA-0119,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1152,Blue Raspberry Ice by Juice Roll-Upz - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0120,SMOK,,,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1153,Strawberry Ice by Juice Roll-Upz,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,"<strong>Brand Name:</strong> Juice Roll-Upz
<strong>Flavor: </strong>Strawberry and Mint
<strong>VG/PG:</strong> 80VG/20PG
<strong>Nozzle:</strong> Dripper or Squeezer
<strong>Size: </strong>60 ml",{https://delhi-vape.com/img/no-image.jpg},AMA-0121,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1154,Strawberry Ice by Juice Roll-Upz - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0122,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1155,Strawberry Ice by Juice Roll-Upz - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0123,SMOK,,,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1156,Apple Ice by Juice Roll-Upz,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,"<strong>Brand Name:</strong> Juice Roll-Upz
<strong>Flavor: </strong>Strawberry and Mint
<strong>VG/PG:</strong> 70VG/30PG
<strong>Nicotine Strength:</strong> 3MG/6MG
<strong>Nozzle:</strong> Dripper
<strong>Size:</strong>?60 ml",{https://delhi-vape.com/img/no-image.jpg},AMA-0124,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1157,Apple Ice by Juice Roll-Upz - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0125,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1158,Apple Ice by Juice Roll-Upz - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0126,SMOK,,,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1159,Watermelon Punch Ice by Juice Roll-Upz,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,"<strong>Brand Name:</strong> Juice Roll-Upz
<strong>Flavor: </strong>Watermelon and Mint
<strong>VG/PG:</strong> 80VG/20PG
<strong>Nicotine Strength:</strong> 3MG/6MG
<strong>Nozzle:</strong> Available in Squeezer Bottle
<strong>Size: </strong>60 ml",{https://delhi-vape.com/img/no-image.jpg},AMA-0127,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1160,Watermelon Punch Ice by Juice Roll-Upz - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0128,SMOK,,,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1161,Grape by Juice Roll-Upz,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,"Fresh grapes harvested right from the vine and candied until they are as sweet and delicious as possible then mixed in with a luscious candy base.

<strong>Brand Name:</strong> Juice Roll-Upz
<strong>Flavor: </strong>Grape
<strong>VG/PG:</strong> 80VG/20PG
<strong>Nozzle:</strong> Dripper
<strong>Size: </strong>60 ml",{https://delhi-vape.com/img/no-image.jpg},AMA-0129,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1162,Grape by Juice Roll-Upz - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0130,SMOK,,,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1163,Unicorn Milk by Cutwood,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,"<strong>Brand Name: </strong>Cutwood E-Liquids
<strong>Flavor: </strong>Strawberry and Cream
<strong>VG/PG:</strong> 80VG/20PG
<strong>Nicotine Strength:</strong> 3MG/6MG
<strong>Nozzle:</strong> Dripper
<strong>Size: </strong>60 ml",{https://delhi-vape.com/img/no-image.jpg},AMA-0131,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1164,Unicorn Milk by Cutwood - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0132,SMOK,,,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1165,Smok Stick X8 Kit,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,"<strong>Tank Model:</strong> TFV8 X-Baby Tank
<strong>Tank capacity: </strong>4 ml
<strong>Battery:</strong> 3000mah Built In Battery
<strong>Wattage:</strong> Continuous Discharge 20 amps
<strong>Dimensions:</strong> 85x24.5 mm

Coils for this Machine
<a href=https://vapingdubai.ae/product/smok-v8-x-baby-q2/><span style=color: #0000ff;>V8 X-Baby Q2</span></a>
<a href=https://vapingdubai.ae/product/smok-v8-x-baby-x4-core/><span style=color: #0000ff;>V8 X-Baby X4</span></a>",{https://delhi-vape.com/img/no-image.jpg},AMA-0133,SMOK,170,170,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1166,Smok Stick X8 Kit - Silver,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Device Color: Silver,{https://delhi-vape.com/img/no-image.jpg},AMA-0134,SMOK,170,170,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1167,Smok Stick X8 Kit - Black,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Device Color: Black,{https://delhi-vape.com/img/no-image.jpg},AMA-0135,SMOK,170,170,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1168,Smok Stick X8 Kit - 7 Color Rainbow,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Device Color: 7 Color Rainbow,{https://delhi-vape.com/img/no-image.jpg},AMA-0136,SMOK,65,65,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1169,Aspire Breeze Atomizer 0.6 ohm,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,"<strong>Brand Name:</strong> Aspire
<strong>OHM:</strong> 0.6 ohm
<strong>Suitable For:</strong> Aspire Breeze Pod

Pack of 5 Coils",{https://delhi-vape.com/img/no-image.jpg},AMA-0137,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1170,Green Ape by Nasty - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0138,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1171,Cush Man by Nasty - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0139,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1172,Slow Blow by Nasty - 0 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 0 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0140,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1173,Devil's Teeth by Nasty - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0141,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1174,Wicked Haze by Nasty - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0142,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1175,Wicked Haze by Nasty - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0143,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1176,Bad Blood High Mint by Nasty - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0144,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1177,Bad Blood High Mint by Nasty - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0145,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1178,Luscious by VGOD - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0146,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1179,Frozen Mango Mist by VGOD - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0147,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1180,Frozen Mango Mist by VGOD - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0148,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1181,PGT by VGOD - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0149,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1182,PGT by VGOD - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0150,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1183,Lush Ice by VGOD - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0151,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1184,Lush Ice by VGOD - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0152,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1185,Sour Licious by VGOD - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0153,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1186,Cubano by VGOD - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0154,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1187,Apple Bomb by VGOD,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,"Apple Bomb by VGOD instantly detonates notes of a mesmerizing juicy apple at the fore of the hit. Throughout the pull you taste a momentary rich sour tartness that bursts through to a captivating savorous candied apple sweetness on the exhale.

<strong>Brand Name:</strong> VGOD
<strong>Flavor: </strong>Sour Apple Candy
<strong>VG/PG:</strong> 70VG/30PG
<strong>Nozzle:</strong> Squeezer
<strong>Size:</strong> 60 ml",{https://delhi-vape.com/img/no-image.jpg},AMA-0155,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1188,Apple Bomb by VGOD - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0156,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1189,Green Wacky Taffy by VGOD - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0157,SMOK,,,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1190,Smok Devilkin Kit,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,"<strong>Tank Model:</strong> TFV12 Prince Tank
<strong>Tank capacity: </strong>6 ml
<strong>Battery:</strong> Dual 18650 Batteries (Not Included)
<strong>Wattage:</strong> 225W
<strong>Dimensions:</strong> 86x49.5x34.2 mm",{https://delhi-vape.com/img/no-image.jpg},AMA-0158,SMOK,275,275,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1191,Smok Devilkin Kit - Black Chrome,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Device Color: Black Chrome,{https://delhi-vape.com/img/no-image.jpg},AMA-0159,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1192,EZ Duz It by Ruthless - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0160,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1193,EZ Duz It by Ruthless - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0161,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1194,Dulce De Tobacco by Ruthless - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0162,SMOK,40,40,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1195,Dulce De Tobacco by Ruthless - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0163,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1196,Lava Flow by Naked - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0164,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1197,Lava Flow by Naked - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0165,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1198,Brain Freeze by Naked - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0166,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1199,Brain Freeze by Naked - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0167,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1200,Very Cool by Naked - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0168,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1201,Very Cool by Naked - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0169,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1202,Azul Berries by Naked - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0170,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1203,Azul Berries by Naked - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0171,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1208,Maui Sun by Naked - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0176,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1209,Maui Sun by Naked - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0177,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1210,Polar Breeze by Naked - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0178,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1211,Polar Breeze by Naked - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0179,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1212,Green Blast by Naked - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0180,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1213,Green Blast by Naked - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0181,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1214,Hawaiian POG by Naked - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0182,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1215,Hawaiian POG by Naked - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0183,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1216,Sour Sweet by Naked - 6 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 6 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0184,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
1217,Sour Sweet by Naked - 3 MG,Chameleon IT service,Vape Amazon,GNH2l0n9j4OUwUiUk1dzVBD5QiA2,Nicotine Level (MG): 3 MG,{https://delhi-vape.com/img/no-image.jpg},AMA-0185,SMOK,50,50,2024-01-12 14:23:21.283+05:30,2024-01-12 14:23:21.283+05:30
